"id","name","type","year","secteur","mappe","producer","scale","sheet","salle","tranche","index","nature","created_by_id","last_update_by_id"
11518,"PERIMETRE DU BEHT ","ASSAINISSEMENT_DRAINAGE",NULL,"-----","34-26-E","ORMVAG","1//5000","2.2.204","SALLE 1","BEHT","21500-29","CANEVAS-A.P.S",NULL,NULL
11519,"PERIMETRE DU BEHT","-----",NULL,"-----","35-26-M","-----","1//5000","-----","SALLE 1","BEHT","21500-30","PLAN COTE",NULL,NULL
11520,"PERIMETRE DU BEHT","IRRIGATION",1982,"S5/2","34-26-A","ORMVAG","1//5000","B2_8","SALLE 1","BEHT","21500-31","PLAN DU TRACE",NULL,NULL
11521,"PERIMETRE DU BEHT","-----",NULL,"-----","34-25-H","-----","1//5000","-----","SALLE 1","BEHT","21500-32","PLAN COTE",NULL,NULL
11522,"SECTEUR AKAHEL","-----",NULL,"AKEHAL","39-24-P","-----","1//5000","-----","SALLE 1","-----","21500-34"," PLAN PARCELLAIRE",NULL,NULL
11523,"-----","-----",NULL,"AKEHAL","39-24-L","-----","1//5000","-----","SALLE 1","-----","21500-35"," PLAN PARCELLAIRE",NULL,NULL
11524,"-----","-----",NULL,"AKEHAL","39-24-K","-----","1//5000","-----","SALLE 1","-----","21500-36"," PLAN PARCELLAIRE",NULL,NULL
11525,"-----","-----",NULL,"AKEHAL","39-24-O","-----","1//5000","-----","SALLE 1","-----","21500-38"," PLAN PARCELLAIRE",NULL,NULL
11526,"-----","-----",NULL,"N9","39-24-K","-----","1//5000","-----","SALLE 1","-----","21500-39"," PLAN PARCELLAIRE",NULL,NULL
11527,"AKAHEL","-----",NULL,"AKEHAL","39-24-H","-----","1//5000","-----","SALLE 1","-----","21501"," PLAN PARCELLAIRE",NULL,NULL
11528,"SECTEUR AKAHEL","-----",NULL,"AKEHAL","39-25-I","-----","1//5000","-----","SALLE 1","-----","21504"," PLAN PARCELLAIRE",NULL,NULL
11529,"-----","-----",NULL,"N9","39-24-O","-----","1//5000","-----","SALLE 1","-----","21505"," PLAN PARCELLAIRE",NULL,NULL
11530,"-----","-----",NULL,"AKEHAL","-----","-----","1//5000","-----","SALLE 1","-----","21506"," PLAN PARCELLAIRE",NULL,NULL
11531,"REMEMBREMENT ","-----",NULL,"N9","39-24-H","-----","1//5000","-----","SALLE 1","-----","21507","PLAN COTE",NULL,NULL
11532,"-----","-----",NULL,"AKEHAL","38-24-D","-----","1//5000","-----","SALLE 1","-----","21508"," PLAN PARCELLAIRE",NULL,NULL
11533,"-----","-----",NULL,"N9","39-24-L","-----","1//5000","-----","SALLE 1","-----","21513"," PLAN PARCELLAIRE",NULL,NULL
11534,"-----","-----",NULL,"M'DA (N6-N7)","39-25-I","-----","1//5000","-----","SALLE 1","-----","21533"," PLAN PARCELLAIRE",NULL,NULL
11535,"-----","-----",NULL,"M'DA (N6-N7)","39-25-O","-----","1//5000","-----","SALLE 1","-----","21536","PLAN DE MASSE",NULL,NULL
11536,"-----","-----",NULL,"M'DA (N6-N7)","39-25-I","-----","1//5000","-----","SALLE 1","-----","21538"," PLAN PARCELLAIRE",NULL,NULL
11537,"-----","-----",NULL,"M'DA (N6-N7)","39-25-N","-----","1//5000","-----","SALLE 1","-----","21551","PLAN DE MASSE",NULL,NULL
11538,"-----","-----",NULL,"M'DA (N6-N7)","39-25-I","-----","1//5000","-----","SALLE 1","-----","21555"," PLAN PARCELLAIRE",NULL,NULL
11539,"ORMVA DU GHARB","-----",NULL,"E3","35-26-F","-----","1//5000","-----","SALLE 1","TTI","21559"," PLAN PARCELLAIRE",NULL,NULL
11540,"ORMVA DU GHARB","-----",NULL,"E3","35-26-G","-----","1//5000","-----","SALLE 1","TTI","21561"," PLAN PARCELLAIRE",NULL,NULL
11541,"ORMVA DU GHARB","-----",NULL,"E5","35-26-D","-----","1//5000","-----","SALLE 1","TTI","21562"," PLAN PARCELLAIRE",NULL,NULL
11542,"ORMVA DU GHARB","-----",NULL,"E5","35-26-C","-----","1//5000","-----","SALLE 1","TTI","21564","PLAN TOPOGRAPHIQUE",NULL,NULL
11543,"ORMVA DU GHARB","-----",NULL,"E3 E5","35-26-C","S.O.M.A.T RABAT","1//5000","-----","SALLE 1","TTI","21565","PLAN TOPOGRAPHIQUE",NULL,NULL
11544,"ORMVA DU GHARB","-----",NULL,"E3 E5","35-26-A","-----","1//5000","-----","SALLE 1","TTI","21566","Plan topographique",NULL,NULL
11545,"ORMVA DU GHARB","-----",NULL,"E3","37-26-N","-----","1//5000","-----","SALLE 1","TTI","21568"," PLAN PARCELLAIRE",NULL,NULL
11546,"-----","-----",NULL,"E1","36-26-A","-----","1//5000","-----","SALLE 1","TTI","21570"," PLAN PARCELLAIRE",NULL,NULL
11547,"ORMVA DU GHARB","-----",NULL,"E3","35-26-E","-----","1//5000","-----","SALLE 1","TTI","21573"," PLAN PARCELLAIRE",NULL,NULL
11548,"ORMVA DU GHARB","-----",NULL,"E1","36-26-B","-----","1//5000","-----","SALLE 1","TTI","21575"," PLAN PARCELLAIRE",NULL,NULL
11549,"-----","-----",NULL,"E1","37-26-M","-----","1//5000","-----","SALLE 1","TTI","21578"," PLAN PARCELLAIRE",NULL,NULL
11550,"REMBREMENT RURAL","-----",NULL,"E1","37-26-I","-----","1//10000","-----","SALLE 1","TTI","21584"," PLAN PARCELLAIRE",NULL,NULL
11551,"-----","-----",NULL,"E1","37-26-A","-----","1//5000","-----","SALLE 1","-----","21587","PLAN DE SITAUTION",NULL,NULL
11552,"-----","-----",NULL,"E1","37-26-A","-----","1//5000","-----","SALLE 1","-----","21593","PLAN DE SITAUTION",NULL,NULL
11553,"PERIMETRE DU GHARB ","-----",NULL,"E1","37-26-N","S.O.M.A.T RABAT","-----","-----","SALLE 1","TTI","21595"," PLAN PARCELLAIRE",NULL,NULL
11554,"PERIMETRE DU GHARB","-----",NULL,"E1","37-26-I","-----","1//5000","-----","SALLE 1","TTI","21596"," PLAN PARCELLAIRE",NULL,NULL
11555,"-----","-----",NULL,"E1","37-26-M","-----","1//5000","-----","SALLE 1","TTI","21598"," PLAN PARCELLAIRE",NULL,NULL
11556,"-----","-----",NULL,"E1","36-26-B","-----","1//5000","-----","SALLE 1","TTI","21599"," PLAN PARCELLAIRE",NULL,NULL
11557,"-----","-----",NULL,"E1","36-26-A","-----","1//5000","-----","SALLE 1","TTI","21600"," PLAN PARCELLAIRE",NULL,NULL
11558,"-----","-----",NULL,"E1","37-26-E","-----","1//5000","-----","SALLE 1","TTI","21751"," PLAN PARCELLAIRE",NULL,NULL
11559,"ORMVA DU GHARB","-----",NULL,"E3","35-26-A","-----","1//5000","-----","SALLE 1","TTI","21756"," PLAN PARCELLAIRE",NULL,NULL
11560,"-----","-----",NULL,"E3 E5","35-26-F","-----","1//5000","-----","SALLE 1","TTI","21757"," PLAN PARCELLAIRE",NULL,NULL
11561,"-----","-----",NULL,"E3","35-26-E","-----","1//5000","-----","SALLE 1","TTI","21758"," PLAN PARCELLAIRE",NULL,NULL
11562,"-----","-----",NULL,"E3 E5","35-26-G","-----","1//5000","-----","SALLE 1","TTI","21759"," PLAN PARCELLAIRE",NULL,NULL
11563,"-----","-----",NULL,"E5","35-26-I","-----","1//5000","-----","SALLE 1","TTI","21762","PLAN DE SITAUTION",NULL,NULL
11564,"-----","-----",NULL,"E3","35-26-A","-----","1//5000","-----","SALLE 1","TTI","21763","PLAN TOPOGRAPHIQUE",NULL,NULL
11565,"-----","-----",NULL,"-----","35-26-A","-----","1//5000","-----","SALLE 1","TTI","21764","PLAN TOPOGRAPHIQUE",NULL,NULL
11566,"-----","-----",NULL,"E3","35-26-C","-----","1//5000","-----","SALLE 1","TTI","21765","PLAN TOPOGRAPHIQUE",NULL,NULL
11567,"-----","-----",NULL,"E3","35-26-C","-----","1//5000","-----","SALLE 1","TTI","21766","PLAN TOPOGRAPHIQUE",NULL,NULL
11568,"-----","-----",NULL,"E3","35-26-B","-----","1//5000","-----","SALLE 1","TTI","21767","PLAN TOPOGRAPHIQUE",NULL,NULL
11569,"-----","-----",NULL,"E3","35-26-C","-----","1//5000","-----","SALLE 1","TTI","21769","PLAN TOPOGRAPHIQUE",NULL,NULL
11570,"SIDI KACEM","-----",NULL,"E1","37-26-M","-----","1//5000","-----","SALLE 1","-----","21770","PLAN DE SITAUTION",NULL,NULL
11571,"SIDI KACEM","-----",NULL,"E1","37-26-E","-----","1//5000","-----","SALLE 1","-----","21771","PLAN DE SITAUTION",NULL,NULL
11572,"SIDI KACEM","-----",NULL,"E1","37-26-I","-----","1//5000","-----","SALLE 1","-----","21772","PLAN DE SITAUTION",NULL,NULL
11573,"SIDI KACEM","-----",NULL,"E1","37-26-N","-----","1//5000","-----","SALLE 1","-----","21773","PLAN DE SITAUTION",NULL,NULL
11574,"SIDI KACEM","-----",NULL,"E1","37-26-J","-----","1//5000","-----","SALLE 1","-----","21774","PLAN DE SITAUTION",NULL,NULL
11575,"SIDI KACEM","-----",NULL,"E1","36-26-B","-----","1//5000","-----","SALLE 1","-----","21775","PLAN DE SITAUTION",NULL,NULL
11576,"SIDI KACEM","-----",NULL,"E1","37-26-F","-----","1//5000","-----","SALLE 1","-----","21776","PLAN DE SITAUTION",NULL,NULL
11577,"SIDI KACEM","-----",NULL,"E1","36-26-A","-----","1//5000","-----","SALLE 1","-----","21778","PLAN DE SITAUTION",NULL,NULL
11578,"STI 2EME TRANCHE","-----",NULL,"C3 C4","38-24-K","S.M.A.F.T","1//5000","Feuille 4","SALLE 1","STI","21780"," PLAN PARCELLAIRE",NULL,NULL
11579,"STI 2EME TRANCHE","-----",NULL,"C3 C4","38-25-I","S.M.A.F.T","1//5000","Feuille 6","SALLE 1","STI","21781"," PLAN PARCELLAIRE",NULL,NULL
11580,"STI 2EME TRANCHE","-----",NULL,"C3 C4","38-24-H","S.M.A.F.T","1//5000","Feuille 2","SALLE 1","STI","21782"," PLAN PARCELLAIRE",NULL,NULL
11581,"STI 2EME TRANCHE","-----",NULL,"C3 C4","38-24-G","-----","1//5000","Feuille 1","SALLE 1","STI","21783-1"," PLAN PARCELLAIRE",NULL,NULL
11582,"STI 2EME TRANCHE","-----",NULL,"C3 C4","38-24-F","-----","1//5000","Feuille 11","SALLE 1","STI","21783-2"," PLAN PARCELLAIRE",NULL,NULL
11583,"STI 2EME TRANCHE","-----",NULL,"C3 C4","38-24-B","S.M.A.F.T","1//5000","Feuille 12","SALLE 1","STI","21784"," PLAN PARCELLAIRE",NULL,NULL
11584,"STI 2EME TRANCHE","-----",NULL,"C3 C4","38-24-C","S.M.A.F.T","1//5000","Feuille 13","SALLE 1","STI","21787"," PLAN PARCELLAIRE",NULL,NULL
11585,"STI 2EME TRANCHE","-----",NULL,"C3 C4","38-24-N","S.M.A.F.T","1//5000","Feuille 14","SALLE 1","STI","21788"," PLAN PARCELLAIRE",NULL,NULL
11586,"STI 2EME TRANCHE","-----",NULL,"C3 C4","38-24-E","S.M.A.F.T","1//5000","Feuille 16","SALLE 1","STI","21789"," PLAN PARCELLAIRE",NULL,NULL
11587,"STI 2EME TRANCHE","-----",NULL,"C3 C4","38-24-N","S.M.A.F.T","1//5000","Feuille 14","SALLE 1","STI","21790"," PLAN PARCELLAIRE",NULL,NULL
11588,"STI 2EME TRANCHE","-----",NULL,"C3 C4","38-24-J","S.M.A.F.T","1//5000","Feuille 10","SALLE 1","STI","21791"," PLAN PARCELLAIRE",NULL,NULL
11589,"STI 2EME TRANCHE","-----",NULL,"C3 C4","38-25-M","S.M.A.F.T","1//5000","Feuille 9","SALLE 1","STI","21792"," PLAN PARCELLAIRE",NULL,NULL
11590,"STI 2EME TRANCHE","-----",NULL,"C3 C4","38-24-O","S.M.A.F.T","1//5000","Feuille 7","SALLE 1","STI","21795"," PLAN PARCELLAIRE",NULL,NULL
11591,"PERIMETRE DU GHARB","IRRIGATION",NULL,"C3","-----","ORMVAG","1//20000","2.2.0","SALLE 1","STI","21796"," PLAN D'ENSEMBLE",NULL,NULL
11592,"PROVINCE DE KENITRA","-----",NULL,"-----","37-24-C","-----","1//5000","N°8","SALLE 1","STI","21798"," PLAN PARCELLAIRE",NULL,NULL
11593,"GHARB","-----",NULL,"-----","37-24-E","-----","1//5000","-----","SALLE 1","STI","21800"," PLAN PARCELLAIRE",NULL,NULL
11594,"PERIMETRE DU GHARB","IRRIGATION",NULL,"CENTRE ""B""","38-24-I","ORMVAG","1//20000","-----","SALLE 1","STI","22301"," PLAN PARCELLAIRE",NULL,NULL
11595,"PERIMETRE DU GHARB","-----",NULL,"-----","38-24-O","ORMVAG","1//5000","-----","SALLE 1","STI","22302","PLAN COTE",NULL,NULL
11596,"GHARB","-----",NULL,"CENTRE ''A''","38-24-J","ORMVAG","1//5000","-----","SALLE 1","STI","22303"," PLAN PARCELLAIRE",NULL,NULL
11597,"PERIMETRE DU GHARB","-----",NULL,"-----","38-24-N","ORMVAG","1//5000","-----","SALLE 1","STI","22308","PLAN COTE",NULL,NULL
11598,"GHARB","-----",NULL,"-----","37-24-B","ORMVAG","1//5000","-----","SALLE 1","STI","22309","PLAN COTE",NULL,NULL
11599,"PERIMETRE DU GHARB","-----",NULL,"CENTRE ''A''","38-24-K","ORMVAG","1//5000","-----","SALLE 1","STI","22310","PLAN COTE",NULL,NULL
11600,"PERIMETRE DU GHARB","-----",NULL,"-----","37-24-F","ORMVAG","1//5000","-----","SALLE 1","STI","22316","PLAN COTE",NULL,NULL
11601,"PERIMETRE DU GHARB","AVANT PROJET",NULL,"-----","-----","-----","1//100000","-----","SALLE 1","STI","22317","PLAN DE SITAUTION",NULL,NULL
11602,"LOTISSEMENT","-----",1974,"S17BIS","-----","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","-----","22318"," PLAN PARCELLAIRE",NULL,NULL
11603,"PERIMETRE DU GHARB","AVANT PROJET",NULL,"-----","38-24-P","ORMVAG","1//5000","4.405","SALLE 1","STI","23023","PLAN DE MASSE",NULL,NULL
11604,"PERIMETRE DU GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"-----","38-24-P","ORMVAG","1//5000","4.405","SALLE 1","STI","23061","PLAN DE MASSE",NULL,NULL
11605,"S.T.I","-----",NULL,"C3","38-24-P","ORMVAG","1//5000","C.608","SALLE 1","STI","23107"," PLAN PARCELLAIRE",NULL,NULL
11606,"PERIMETRE DU BEHT","IRRIGATION",1982,"5-2","35-26-M","ORMVAG","1//5000","B2.7","SALLE 1","BEHT","24109","PLAN DE RESEAU",NULL,NULL
11607,"PERIMETRE DU BEHT","IRRIGATION",1982,"5.2","35-26-J","ORMVAG","1//5000","B2.6","SALLE 1","BEHT","24110","PLAN DE RESEAU",NULL,NULL
11608,"PERIMETRE DU GHARB","-----",NULL,"CENTRE ''A''","38-24-P","ORMVAG","1//5000","-----","SALLE 1","STI","24265","PLAN COTE",NULL,NULL
11609,"S.T.I","-----",NULL,"C3","38-24-P","ORMVAG","1//5000","C.608","SALLE 1","STI","37A (8)"," PLAN PARCELLAIRE",NULL,NULL
11610,"PERIMETRE DU BEHT","IRRIGATION",1982,"5-2","35-26-M","ORMVAG","1//5000","B2.7","SALLE 1","BEHT","460-13","PLAN DE RESEAU",NULL,NULL
11611,"PERIMETRE DU BEHT","IRRIGATION",1982,"5.2","35-26-J","ORMVAG","1//5000","B2.6","SALLE 1","BEHT","460-14","PLAN DE RESEAU",NULL,NULL
11612,"PERIMETRE DU BEHT ","-----",1977,"-----","35-26-L","ORMVAG","1//5000","-----","SALLE 1","BEHT","594"," PLAN PARCELLAIRE",NULL,NULL
11613,"PERIMETRE DU BEHT","-----",1977,"-----","35-26-M","ORMVAG","1//5000","-----","SALLE 1","BEHT","595"," PLAN PARCELLAIRE",NULL,NULL
11614,"PERIMETRE DU GHARB","-----",NULL,"CENTRE ''A''","38-24-P","ORMVAG","1//5000","-----","SALLE 1","STI","601-2","PLAN COTE",NULL,NULL
11615,"PERIMETRE DU BEHT ","ASSAINISSEMENT_DRAINAGE",1982,"S5/1 S5/2","35-26-J","ORMVAG","1//5000","B2.6","SALLE 1","BEHT","605-1","PLAN DE RESEAU",NULL,NULL
11616,"PERIMETRE DU BEHT","ASSAINISSEMENT_DRAINAGE",1982,"S5/1 S5/2","35-26-M","ORMVAG","1//5000","B2.7","SALLE 1","BEHT","605-2","PLAN DE RESEAU",NULL,NULL
11617,"PERIMETRE DU BEHT ","ASSAINISSEMENT_DRAINAGE",1982,"S5/1 S5/2","35-26-N","ORMVAG","1//5000","B2.8","SALLE 1","BEHT","605","PLAN DE RESEAU",NULL,NULL
11618,"PERIMETRE DU BEHT ","-----",NULL,"-----","35-26-K","ORMVAG","1//5000","-----","SALLE 1","BEHT","679","PLAN DE SITAUTION",NULL,NULL
11619,"PERIMETRE DU BEHT ","-----",NULL,"-----","35-26-L","ORMVAG","1//5000","-----","SALLE 1","BEHT","690"," PLAN PARCELLAIRE",NULL,NULL
11620,"PERIMETRE DU BEHT","-----",NULL,"-----","35-26-M","ORMVAG","1//5000","-----","SALLE 1","BEHT","691","PLAN DE SITAUTION",NULL,NULL
11621,"PERIMETRE DU BEHT","-----",NULL,"-----","35-26-N","-----","1//5000","-----","SALLE 1","BEHT","692"," PLAN PARCELLAIRE",NULL,NULL
11622,"PERIMETRE DU BEHT ","-----",NULL,"-----","35-26-O","ORMVAG","1//5000","-----","SALLE 1","BEHT","693"," PLAN PARCELLAIRE",NULL,NULL
11623,"ZONE EST DU BEHT","-----",NULL,"-----","35-26-P","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","BEHT","694"," PLAN PARCELLAIRE",NULL,NULL
11624,"ZONE EST DU BEHT","-----",NULL,"-----","35-27-A","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","BEHT","696"," PLAN PARCELLAIRE",NULL,NULL
11625,"ZONE EST DU BEHT","-----",NULL,"-----","35-27-E","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","BEHT","697"," PLAN PARCELLAIRE",NULL,NULL
11626,"ZONE EST DU BEHT","-----",NULL,"-----","35-27-F","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","BEHT","698"," PLAN PARCELLAIRE",NULL,NULL
11627,"ZONE EST DU BEHT","-----",NULL,"-----","35-27-I","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","BEHT","699"," PLAN PARCELLAIRE",NULL,NULL
11628,"ZONE EST DU BEHT","-----",NULL,"-----","35-27-J","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","BEHT","700"," PLAN PARCELLAIRE",NULL,NULL
11629,"ZONE EST DU BEHT","-----",NULL,"-----","35-27-M","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","BEHT","735"," PLAN PARCELLAIRE",NULL,NULL
11630,"ZONE EST DU BEHT","-----",NULL,"-----","35-27-N","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","BEHT","736"," PLAN PARCELLAIRE",NULL,NULL
11631,"T.T.I","-----",NULL,"-----","36-23-B","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","TTI","738"," PLAN PARCELLAIRE",NULL,NULL
11632,"T.T.I","-----",NULL,"-----","36-23-E","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","TTI","739"," PLAN PARCELLAIRE",NULL,NULL
11633,"T.T.I","-----",NULL,"-----","36-23-I","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","TTI","740"," PLAN PARCELLAIRE",NULL,NULL
11634,"T.T.I","-----",NULL,"-----","36-23-M","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","TTI","741"," PLAN PARCELLAIRE",NULL,NULL
11635,"T.T.I","-----",1991,"-----","38-23-P","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","TTI","802"," PLAN PARCELLAIRE",NULL,NULL
11636,"SIDI SLIMANE","POLYGONAL",1979,"2 ET 3","35-27-A","ETUDES TOPOGRAPHIQUES GUILLAUMIN","1//5000","-----","SALLE 1","-----","989"," PLAN PARCELLAIRE",NULL,NULL
11637,"SIDI SLIMANE","POLYGONAL",1979,"2 ET 3","35-27-B","ETUDES TOPOGRAPHIQUES GUILLAUMIN","1//5000","-----","SALLE 1","-----","990"," PLAN PARCELLAIRE",NULL,NULL
11638,"SIDI SLIMANE","POLYGONAL",1979,"S2 S3","35-27-E","ETUDES TOPOGRAPHIQUES GUILLAUMIN","1//5000","-----","SALLE 1","-----","991"," PLAN PARCELLAIRE",NULL,NULL
11639,"PERIMETRE DU GHARB","-----",NULL,"SECTEUR REMEMBREMENT","38-24-P","L. SERVAIN","1//5000","-----","SALLE 1","-----","1002","PLAN COTE",NULL,NULL
11640,"P.T.I ","-----",NULL,"P7","36-24-10","S.O.M.A.T RABAT","1//2000","-----","SALLE 1","PTI","1098","PLAN COTE",NULL,NULL
11641,"SIDI SLIMANE","-----",NULL,"-----","35-26-J","S.M.A.F.T","1//5000","-----","SALLE 1","-----","1331-66"," PLAN PARCELLAIRE",NULL,NULL
11642,"SIDI SLIMANE","-----",NULL,"-----","35-26-K","S.M.A.F.T","1//5000","-----","SALLE 1","-----","1331-67"," PLAN PARCELLAIRE",NULL,NULL
11643,"SIDI SLIMANE","-----",NULL,"-----","35-26-L","S.M.A.F.T","1//5000","-----","SALLE 1","-----","1331-68"," PLAN PARCELLAIRE",NULL,NULL
11644,"SIDI SLIMANE","-----",NULL,"-----","35-26-N","S.M.A.F.T","1//5000","-----","SALLE 1","-----","1331-69"," PLAN PARCELLAIRE",NULL,NULL
11645,"SIDI SLIMANE","-----",NULL,"-----","35-26-O","S.M.A.F.T","1//5000","-----","SALLE 1","-----","1331-70"," PLAN PARCELLAIRE",NULL,NULL
11646,"-----","-----",NULL,"-----","35-27-B","-----","1//5000","-----","SALLE 1","-----","1336"," PLAN PARCELLAIRE",NULL,NULL
11647,"-----","-----",NULL,"-----","35-27-A","-----","-----","-----","SALLE 1","-----","1405-1"," PLAN PARCELLAIRE",NULL,NULL
11648,"-----","-----",NULL,"-----","35-27-B","-----","-----","-----","SALLE 1","-----","1405-2"," PLAN PARCELLAIRE",NULL,NULL
11649,"-----","-----",NULL,"-----","35-27-E","-----","-----","-----","SALLE 1","-----","1406-1"," PLAN PARCELLAIRE",NULL,NULL
11650,"-----","-----",NULL,"-----","35-27-F","-----","-----","-----","SALLE 1","-----","1406-2"," PLAN PARCELLAIRE",NULL,NULL
11651,"P.T.I","-----",NULL,"P7","36-24-16","TECHNOGEO","1//2000","-----","SALLE 1","PTI","1525","-----",NULL,NULL
11652,"P.T.I","-----",NULL,"P7","36-24-40","TECHNOGEO","1//2000","-----","SALLE 1","PTI","1526","-----",NULL,NULL
11653,"P.T.I ","-----",NULL,"P7","36-24-10","S.O.M.A.T RABAT","1//2000","-----","SALLE 1","PTI","1532","PLAN COTE",NULL,NULL
11654,"PROVINCE DE KENITRA","-----",NULL,"P8","36-25-K","ENERGOPROJECT ET GEOPREMER","1//100000//1//5000","N,4","SALLE 1","-----","1551-7","PLAN DE SITAUTION",NULL,NULL
11655,"PROVINCE DE KENITRA","-----",NULL,"P8","36-26-M","ENERGOPROJECT ET GEOPREMER","1//100000//1//5000","N,6","SALLE 1","-----","1551-9","PLAN DE SITAUTION",NULL,NULL
11656,"R6","-----",NULL,"R6","36-24-42","-----","1//1000","-----","SALLE 1","-----","1573-22","PLAN COTE",NULL,NULL
11657,"R6","-----",NULL,"R6","36-24-41-36-24-51","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","-----","1573-24","PLAN COTE",NULL,NULL
11658,"R6","-----",NULL,"R6","36-23-70-36-23-80","-----","1//1000","-----","SALLE 1","-----","1573-28","PLAN COTE",NULL,NULL
11659,"-----","-----",NULL,"R6","36-24-1","-----","1//1000","-----","SALLE 1","-----","1573-32","PLAN COTE",NULL,NULL
11660,"RS 5","-----",NULL,"-----","36-24-12-36-24-11","-----","1//1000","-----","SALLE 1","-----","1574-2","PLAN COTE",NULL,NULL
11661,"T.T.I","-----",NULL,"-----","36-23-J","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","TTI","1652-5"," PLAN PARCELLAIRE",NULL,NULL
11662,"T.T.I","-----",NULL,"-----","36-23-O","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","TTI","1652-6"," PLAN PARCELLAIRE",NULL,NULL
11663,"T.T.I","-----",NULL,"-----","36-23-K","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","TTI","1652-7"," PLAN PARCELLAIRE",NULL,NULL
11664,"T.T.I","-----",NULL,"-----","36-23-L","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","TTI","1652-8"," PLAN PARCELLAIRE",NULL,NULL
11665,"T.T.I","-----",NULL,"-----","36-23-P","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","TTI","1652-9"," PLAN PARCELLAIRE",NULL,NULL
11666,"T.T.I","-----",NULL,"-----","36-23-G","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","TTI","1652-10"," PLAN PARCELLAIRE",NULL,NULL
11667,"T.T.I","-----",NULL,"-----","36-23-F","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","TTI","1652-11"," PLAN PARCELLAIRE",NULL,NULL
11668,"T.T.I","-----",NULL,"-----","36-23-N","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","TTI","1652-12"," PLAN PARCELLAIRE",NULL,NULL
11669,"PROVINCE DE KENITRA","-----",NULL,"P8","36-25-L","ENERGOPROJECT ET GEOPREMER","1//100000//1//5000","N5","SALLE 1","-----","1673-2","PLAN DE SITAUTION",NULL,NULL
11670,"PROVINCE DE KENITRA","-----",NULL,"P8","36-25-P","-----","1//5000","N8","SALLE 1","-----","1673","PLAN DE SITAUTION",NULL,NULL
11671,"PERIMETRE DU BEHT","-----",NULL,"-----","35-26-P","-----","1//5000","-----","SALLE 1","BEHT","1704-4"," PLAN PARCELLAIRE",NULL,NULL
11672,"PERIMETRE DU BEHT","-----",NULL,"-----","35-26-N","-----","1//5000","-----","SALLE 1","BEHT","1704-6"," PLAN PARCELLAIRE",NULL,NULL
11673,"PERIMETRE DU GHARB","-----",NULL,"CENTRE ''A''","38-24-P","ORMVAG","1//5000","-----","SALLE 1","STI","1751-2","PLAN COTE",NULL,NULL
11674,"S.T.I","-----",NULL,"C3","38-24-P","ORMVAG","1//5000","C.608","SALLE 1","STI","2056-1"," PLAN PARCELLAIRE",NULL,NULL
11675,"PERIMETRE DU BEHT ","-----",1977,"-----","35-26-L","ORMVAG","1//5000","-----","SALLE 1","BEHT","2540"," PLAN PARCELLAIRE",NULL,NULL
11676,"PERIMETRE DU BEHT","-----",1977,"-----","35-26-M","ORMVAG","1//5000","-----","SALLE 1","BEHT","2541"," PLAN PARCELLAIRE",NULL,NULL
11677,"PERIMETRE DU GHARB","-----",NULL,"CENTRE ''A''","38-24-P","ORMVAG","1//5000","-----","SALLE 1","STI","2547","PLAN COTE",NULL,NULL
11678,"PERIMETRE DU BEHT ","ASSAINISSEMENT_DRAINAGE",1982,"S5/1 S5/2","35-26-J","ORMVAG","1//5000","B2.6","SALLE 1","BEHT","2565-4","PLAN DE RESEAU",NULL,NULL
11679,"PERIMETRE DU BEHT","ASSAINISSEMENT_DRAINAGE",1982,"S5/1 S5/2","35-26-M","ORMVAG","1//5000","B2.7","SALLE 1","BEHT","2565-5","PLAN DE RESEAU",NULL,NULL
11680,"PERIMETRE DU BEHT ","ASSAINISSEMENT_DRAINAGE",1982,"S5/1 S5/2","35-26-N","ORMVAG","1//5000","B2.8","SALLE 1","BEHT","2565-6","PLAN DE RESEAU",NULL,NULL
11681,"PERIMETRE DU BEHT ","-----",NULL,"-----","35-26-K","ORMVAG","1//5000","-----","SALLE 1","BEHT","2718","PLAN DE SITAUTION",NULL,NULL
